city,year,land_type,aqi,green_cover_percent,water_quality_index,flood_risk_score,dist_expressway_km,dist_metro_railway_km,near_industrial_zone,avg_price_per_sqft
Sardhana,2020,Commercial,181,29.5,72.3,0.71,28.1,44.5,1,1911.07
Ghaziabad,2017,Agricultural,250,5.1,46.6,0.36,7.8,2.0,0,569.99
Modinagar,2021,Commercial,135,7.2,59.1,0.28,18.7,19.3,1,3074.05
Sardhana,2022,Residential,126,24.0,72.1,0.52,28.0,33.0,0,1784.35
Pilkhuwa,2016,Commercial,198,20.5,51.2,0.26,10.4,20.8,0,2226.27
Baghpat,2020,Commercial,145,11.8,59.5,0.65,27.5,49.6,0,2234.24
Khekra,2017,Residential,137,19.9,54.5,0.55,17.5,23.1,0,1201.62
Mawana,2017,Mixed-use,101,14.0,59.9,0.77,25.0,34.8,0,1284.78
Baghpat,2023,Commercial,178,18.7,68.3,0.65,28.3,15.1,0,2809.24
Modinagar,2025,Residential,185,14.7,72.7,0.26,13.0,0.5,1,2542.52
Modinagar,2019,Mixed-use,186,13.7,41.6,0.41,8.5,0.5,0,2407.13
Ghaziabad,2017,Residential,237,14.9,49.7,0.32,8.7,0.5,0,3138.8
Muradnagar,2024,Agricultural,155,17.4,54.8,0.36,20.7,6.2,1,407.57
Sardhana,2015,Agricultural,165,20.0,68.1,0.38,27.4,45.6,0,227.08
Modinagar,2021,Mixed-use,216,13.7,41.3,0.33,0.5,13.5,0,2261.74
Baghpat,2024,Commercial,131,26.4,80.1,0.62,24.9,49.2,0,3093.61
Pilkhuwa,2020,Agricultural,144,12.1,51.0,0.48,12.7,30.8,0,306.53
Khekra,2024,Mixed-use,143,23.7,62.3,0.63,24.3,28.5,1,2053.12
Baghpat,2019,Commercial,198,27.5,76.9,0.41,5.2,44.3,0,2472.25
Hapur,2019,Mixed-use,177,7.2,34.8,0.31,14.4,10.8,0,1884.81
Ghaziabad,2023,Mixed-use,200,6.1,52.4,0.26,0.5,0.5,0,5511.43
Hapur,2022,Residential,219,15.3,58.1,0.56,9.3,20.2,0,1713.97
Modinagar,2025,Commercial,188,13.1,75.2,0.51,2.2,16.5,1,3673.15
Hapur,2025,Agricultural,204,18.7,62.6,0.12,14.1,14.4,0,438.97
Pilkhuwa,2023,Agricultural,185,15.7,50.7,0.24,18.2,16.6,1,296.45
Meerut,2017,Mixed-use,175,11.5,57.9,0.19,8.5,0.5,1,2330.2
Baghpat,2023,Commercial,126,20.9,55.1,0.67,34.2,32.7,0,2960.7
Hapur,2024,Commercial,184,12.3,58.8,0.42,17.8,18.3,1,2975.37
Khekra,2019,Commercial,195,11.9,73.1,0.5,22.5,27.5,1,1786.81
Modinagar,2024,Agricultural,120,11.1,54.8,0.43,8.1,8.3,1,412.79
Sardhana,2016,Agricultural,115,27.2,77.2,0.66,37.3,44.8,0,238.07
Pilkhuwa,2025,Residential,216,19.1,54.4,0.06,21.5,14.3,0,2134.86
Mawana,2018,Agricultural,88,19.4,67.1,0.82,34.2,36.7,0,221.28
Ghaziabad,2020,Residential,218,9.3,52.7,0.32,0.5,0.5,1,2976.77
Ghaziabad,2018,Residential,198,13.8,41.3,0.21,10.1,0.5,1,2854.06
Khekra,2016,Mixed-use,178,11.7,56.6,0.55,28.0,21.9,1,1084.7
Khekra,2017,Commercial,149,15.7,48.0,0.63,18.0,28.5,1,1596.52
Khekra,2023,Residential,154,15.4,77.9,0.49,14.2,17.4,0,1778.49
Baghpat,2022,Agricultural,165,14.2,64.7,0.59,26.3,42.6,0,303.16
Baghpat,2021,Mixed-use,101,15.2,79.5,0.65,25.1,27.0,0,2107.92
Sardhana,2019,Agricultural,129,18.1,69.5,0.5,30.4,40.3,0,279.29
Mawana,2020,Residential,113,19.7,68.5,0.54,23.8,30.6,0,1414.0
Ghaziabad,2025,Mixed-use,224,1.0,34.4,0.3,0.5,0.5,1,4792.86
Ghaziabad,2023,Mixed-use,251,4.8,46.6,0.08,0.5,0.5,0,5016.99
Pilkhuwa,2022,Residential,194,12.4,57.2,0.44,26.9,11.7,0,1772.74
Sardhana,2015,Residential,63,20.7,72.3,0.48,34.8,42.5,0,1090.47
Pilkhuwa,2025,Residential,159,17.1,51.1,0.35,27.2,17.7,0,2181.15
Modinagar,2021,Agricultural,208,8.7,52.6,0.36,5.4,16.3,1,294.98
Mawana,2024,Residential,159,20.8,77.7,0.45,37.8,47.9,1,1461.6
Meerut,2017,Commercial,199,4.8,56.1,0.29,0.5,2.0,1,2802.32
Muradnagar,2024,Mixed-use,234,16.9,67.1,0.22,0.5,17.8,1,2497.36
Modinagar,2019,Mixed-use,170,10.6,63.9,0.29,1.8,21.1,1,2027.79
Sardhana,2023,Commercial,180,22.8,68.1,0.74,33.8,27.2,1,2138.13
Ghaziabad,2024,Mixed-use,218,6.3,48.1,0.21,0.5,1.5,1,5012.98
Modinagar,2024,Residential,177,7.3,56.3,0.61,0.5,26.6,0,2384.36
Baghpat,2024,Commercial,172,15.6,62.7,0.65,25.1,26.2,0,2936.85
Khekra,2019,Mixed-use,161,14.9,59.8,0.52,13.4,44.0,0,1664.31
Hapur,2025,Commercial,152,8.3,59.3,0.33,4.9,29.3,1,3285.9
Muradnagar,2023,Agricultural,136,3.0,57.6,0.49,0.5,10.8,1,333.75
Sardhana,2017,Mixed-use,102,24.5,72.3,0.23,32.0,32.5,0,1613.85
Meerut,2020,Mixed-use,213,13.2,41.2,0.66,1.2,0.5,1,2388.63
Sardhana,2021,Mixed-use,162,25.5,60.4,0.63,19.7,44.5,0,1745.85
Ghaziabad,2016,Mixed-use,233,9.4,47.8,0.35,0.5,2.3,0,3589.42
Mawana,2023,Commercial,149,27.4,60.6,0.48,28.3,17.3,0,2721.64
Hapur,2016,Residential,197,15.7,60.2,0.28,1.3,12.0,0,1285.28
Pilkhuwa,2019,Residential,135,12.7,68.2,0.2,24.9,17.2,0,1694.31
Mawana,2019,Agricultural,100,27.6,68.9,0.69,36.5,44.1,0,260.75
Baghpat,2024,Mixed-use,200,21.2,72.9,0.52,32.7,11.7,1,1987.86
Baghpat,2017,Residential,168,20.6,63.3,0.64,16.7,24.0,0,1171.1
Baghpat,2020,Agricultural,190,20.2,54.7,0.57,11.8,36.8,0,271.04
Meerut,2022,Mixed-use,213,3.0,47.6,0.4,4.4,0.5,1,2537.22
Sardhana,2023,Residential,108,21.4,60.8,0.69,27.9,56.4,0,1568.44
Mawana,2022,Mixed-use,122,23.3,78.4,0.6,33.2,45.8,0,2097.91
Meerut,2025,Residential,203,10.0,51.8,0.44,0.5,18.0,1,2661.13
Mawana,2021,Commercial,95,24.5,75.0,0.77,35.8,52.7,0,2362.21
Khekra,2015,Agricultural,171,22.0,75.6,0.66,14.0,44.9,1,200
Baghpat,2019,Agricultural,120,25.1,73.6,0.76,21.1,23.0,0,286.44
Mawana,2016,Residential,183,26.0,69.6,0.64,32.7,33.8,0,952.81
Meerut,2017,Residential,164,6.9,54.7,0.14,0.5,9.0,0,2097.26
Pilkhuwa,2023,Agricultural,132,15.6,77.5,0.26,7.5,35.9,1,364.83
Muradnagar,2025,Commercial,177,11.3,59.4,0.43,8.5,11.9,1,3276.99
Pilkhuwa,2017,Mixed-use,114,10.6,69.3,0.58,20.0,29.8,0,1660.22
Ghaziabad,2016,Agricultural,213,6.0,70.1,0.22,2.1,7.6,0,618.56
Baghpat,2019,Residential,171,18.6,70.8,0.59,17.2,48.4,0,1365.97
Mawana,2020,Agricultural,92,24.8,59.8,0.65,15.8,50.1,1,222.38
Baghpat,2025,Agricultural,128,25.3,65.9,0.49,14.3,41.3,0,406.21
Baghpat,2020,Mixed-use,148,22.7,72.0,0.48,19.2,44.9,0,2156.05
Hapur,2025,Commercial,166,10.2,67.8,0.56,13.6,11.8,1,2840.17
Pilkhuwa,2023,Residential,201,6.8,83.8,0.5,13.7,20.9,0,1721.0
Modinagar,2022,Commercial,229,20.3,48.1,0.48,6.7,7.2,1,2933.58
Pilkhuwa,2021,Residential,167,15.7,53.4,0.48,11.0,8.3,0,1762.58
Meerut,2018,Agricultural,218,17.1,54.6,0.35,0.5,0.5,0,442.93
Sardhana,2020,Agricultural,151,20.8,67.8,0.44,25.1,46.7,1,237.08
Hapur,2022,Commercial,194,10.7,54.3,0.28,14.6,29.3,1,2397.06
Meerut,2023,Mixed-use,215,5.4,50.7,0.47,0.5,0.5,1,2849.85
Hapur,2022,Agricultural,163,17.4,68.1,0.6,14.6,17.6,0,330.23
Khekra,2024,Commercial,159,20.9,55.9,0.48,0.5,41.8,0,3233.85
Sardhana,2023,Residential,65,18.3,76.2,0.29,21.4,46.2,0,1928.59
Khekra,2017,Commercial,157,17.8,53.6,0.35,17.3,11.9,1,1706.84
Ghaziabad,2016,Agricultural,217,8.6,50.7,0.34,2.6,0.7,0,582.69
Meerut,2025,Mixed-use,192,11.0,57.4,0.15,4.3,0.9,1,3994.2
Modinagar,2024,Residential,215,10.3,52.5,0.35,0.5,15.2,1,2016.14
Meerut,2017,Residential,174,7.7,48.9,0.42,3.8,4.3,1,1691.28
Baghpat,2025,Mixed-use,208,19.9,74.0,0.75,38.4,28.1,0,2246.04
Pilkhuwa,2025,Mixed-use,182,14.6,55.2,0.37,15.2,30.1,0,2741.94
Modinagar,2019,Mixed-use,178,1.6,68.1,0.31,19.3,2.8,0,2202.56
Hapur,2017,Residential,129,13.8,57.7,0.15,8.2,35.9,0,1518.23
Muradnagar,2019,Residential,165,10.5,58.9,0.34,0.5,7.2,1,1560.48
Muradnagar,2024,Commercial,162,10.0,47.8,0.15,21.3,38.3,0,3865.59
Pilkhuwa,2020,Commercial,194,12.7,37.0,0.39,16.3,43.4,0,2182.09
Pilkhuwa,2018,Mixed-use,152,6.3,66.0,0.2,26.6,22.4,1,1545.69
Hapur,2025,Mixed-use,133,15.6,53.0,0.36,15.7,0.5,1,2711.62
Meerut,2025,Commercial,211,7.5,41.2,0.16,0.5,20.2,1,4289.49
Khekra,2023,Commercial,124,11.0,53.9,0.64,20.8,33.8,0,2445.37
Ghaziabad,2016,Commercial,253,3.2,57.0,0.35,16.1,13.5,1,3505.09
Muradnagar,2019,Residential,255,5.5,57.6,0.15,5.5,18.3,0,1589.62
Mawana,2021,Residential,155,30.0,53.6,0.81,21.4,37.6,1,1193.95
Pilkhuwa,2025,Residential,173,15.8,65.3,0.41,17.5,51.4,0,2149.75
Khekra,2016,Mixed-use,153,16.2,71.2,0.45,19.1,9.9,0,1579.43
Muradnagar,2021,Commercial,167,18.0,76.2,0.13,8.0,11.1,0,3590.96
Mawana,2019,Mixed-use,153,19.0,61.2,0.7,33.7,48.8,1,1222.09
Hapur,2020,Agricultural,124,15.5,72.8,0.63,0.5,15.9,1,297.62
Ghaziabad,2017,Commercial,203,8.6,48.1,0.54,5.1,0.5,1,3940.11
Baghpat,2017,Agricultural,114,25.9,79.0,0.68,8.2,31.2,0,289.35
Hapur,2020,Agricultural,185,15.9,52.7,0.08,4.0,16.1,1,306.04
Khekra,2022,Mixed-use,162,21.8,67.4,0.46,11.6,28.3,0,2186.08
Khekra,2024,Commercial,141,18.5,58.9,0.6,25.0,29.2,1,2492.32
Muradnagar,2015,Mixed-use,205,20.9,53.7,0.3,12.0,0.5,0,1829.22
Pilkhuwa,2015,Residential,187,13.7,55.2,0.2,22.1,3.2,0,1340.18
Meerut,2023,Mixed-use,241,14.0,49.7,0.54,13.4,16.0,1,2772.86
Mawana,2016,Mixed-use,185,20.5,75.6,0.54,30.7,45.9,0,1271.89
Baghpat,2022,Commercial,104,23.1,68.9,0.43,8.4,41.3,0,3297.27
Pilkhuwa,2025,Residential,161,16.4,63.1,0.23,27.0,40.7,0,2344.94
Muradnagar,2024,Mixed-use,189,9.1,51.1,0.15,17.6,38.8,0,2674.99
Khekra,2016,Agricultural,162,23.5,59.4,0.62,30.6,24.8,0,226.54
Baghpat,2020,Residential,99,14.2,63.6,0.67,33.1,44.9,1,1276.77
Baghpat,2019,Agricultural,173,15.4,63.1,0.8,4.5,41.8,0,217.39
Mawana,2018,Agricultural,117,20.9,58.2,0.8,37.9,38.8,1,200
Meerut,2019,Commercial,212,15.4,59.4,0.25,20.5,4.4,0,3817.52
Hapur,2023,Commercial,121,14.8,63.5,0.45,11.8,9.9,0,3300.65
Pilkhuwa,2020,Agricultural,158,10.1,33.3,0.53,12.2,13.9,0,273.12
Sardhana,2024,Agricultural,138,29.2,66.4,0.43,29.5,39.3,0,340.61
Meerut,2020,Commercial,197,6.5,57.5,0.16,5.0,4.1,1,3339.46
Meerut,2024,Agricultural,191,12.9,45.0,0.39,3.8,4.4,0,552.63
Hapur,2018,Commercial,160,13.6,56.4,0.24,22.2,6.8,1,2018.54
Mawana,2018,Mixed-use,131,18.9,64.6,0.68,23.9,55.0,0,1441.78
Khekra,2021,Commercial,157,19.0,66.2,0.44,17.8,37.0,0,2312.48
Baghpat,2016,Residential,100,13.7,51.3,0.67,25.9,32.1,0,1167.61
Pilkhuwa,2018,Mixed-use,206,10.0,44.3,0.34,2.8,21.7,0,1696.58
Meerut,2024,Residential,183,13.7,53.0,0.43,17.0,0.5,0,3198.81
Baghpat,2016,Agricultural,145,19.9,66.9,0.5,26.3,32.8,0,262.25
Pilkhuwa,2019,Agricultural,160,18.0,58.2,0.28,19.2,32.8,0,307.39
Sardhana,2022,Residential,128,23.7,68.2,0.52,37.0,42.3,0,1583.64
Meerut,2024,Mixed-use,204,6.9,51.6,0.23,15.0,11.0,1,3302.51
Baghpat,2015,Commercial,134,23.7,58.6,0.9,35.0,47.6,0,1639.52
Muradnagar,2015,Residential,146,10.1,66.4,0.38,14.4,39.1,1,1168.15
Hapur,2025,Agricultural,182,18.3,52.4,0.23,14.4,24.0,1,352.46
Khekra,2018,Agricultural,63,22.5,66.7,0.49,10.4,25.0,0,283.04
Sardhana,2025,Mixed-use,140,24.1,59.8,0.21,18.6,54.1,0,2445.1
Ghaziabad,2018,Residential,209,6.3,63.2,0.39,6.8,14.7,1,2805.88
Ghaziabad,2023,Residential,153,11.0,36.3,0.37,0.7,2.8,1,3894.07
Mawana,2023,Agricultural,173,27.6,79.8,0.61,38.1,44.3,1,234.38
Muradnagar,2023,Mixed-use,184,6.2,70.6,0.16,17.5,0.5,0,2956.03
Sardhana,2023,Commercial,141,21.9,71.2,0.34,19.1,33.4,0,3063.37
Ghaziabad,2025,Agricultural,221,9.8,31.4,0.17,8.5,11.0,1,725.86
Ghaziabad,2021,Residential,164,5.5,50.8,0.28,0.5,0.5,1,3257.83
Pilkhuwa,2022,Commercial,183,16.6,72.4,0.29,23.5,18.4,0,2980.56
Modinagar,2022,Commercial,167,16.3,62.2,0.43,9.9,29.7,1,3427.01
Pilkhuwa,2024,Mixed-use,196,9.5,53.8,0.67,7.4,26.7,0,2183.7
Modinagar,2015,Agricultural,255,12.4,57.6,0.31,8.4,0.5,0,297.44
Mawana,2018,Mixed-use,118,24.6,47.0,0.65,34.8,41.5,0,1435.46
Baghpat,2023,Residential,175,22.4,77.4,0.44,24.4,37.1,0,1857.44
Ghaziabad,2018,Agricultural,188,8.0,49.3,0.22,0.5,5.4,0,676.32
Baghpat,2017,Agricultural,160,19.6,61.6,0.61,5.9,43.9,0,256.67
Ghaziabad,2021,Commercial,183,11.3,59.5,0.33,0.5,0.5,0,6858.77
Pilkhuwa,2019,Commercial,202,10.0,62.3,0.32,25.6,27.5,0,2421.61
Modinagar,2017,Residential,168,11.4,34.0,0.46,10.1,3.4,1,1381.8
Meerut,2017,Residential,227,6.3,63.8,0.07,0.5,0.5,1,1898.87
Baghpat,2015,Mixed-use,120,21.5,82.2,0.67,16.4,49.0,0,1456.57
Modinagar,2021,Mixed-use,213,8.1,36.5,0.37,18.3,9.7,1,1918.99
Pilkhuwa,2020,Mixed-use,162,14.1,57.1,0.36,16.3,14.9,0,2094.06
Hapur,2023,Residential,203,17.8,50.1,0.52,7.8,23.7,0,1867.2
Muradnagar,2022,Agricultural,163,10.7,54.7,0.21,7.9,19.6,1,326.92
Khekra,2015,Agricultural,162,14.4,70.9,0.58,23.1,22.0,0,221.54
Baghpat,2018,Commercial,107,25.2,75.1,0.57,25.8,25.8,0,2377.45
Pilkhuwa,2023,Commercial,117,11.4,49.2,0.28,21.9,21.2,1,2724.07
Baghpat,2024,Commercial,229,22.1,63.8,0.75,20.3,26.5,0,2705.19
Mawana,2015,Commercial,114,25.5,71.1,0.83,33.7,49.2,1,1349.05
Modinagar,2018,Agricultural,173,11.9,38.0,0.26,0.5,21.8,0,327.2
Sardhana,2021,Residential,126,22.3,64.4,0.52,25.0,31.0,0,1590.4
Khekra,2015,Commercial,147,14.8,65.5,0.48,16.4,19.5,0,1778.54
Hapur,2017,Commercial,241,18.0,44.8,0.28,6.0,30.5,1,1750.27
Mawana,2020,Residential,130,20.0,73.0,0.44,32.9,25.1,1,1190.31
Meerut,2023,Mixed-use,203,6.4,54.1,0.39,1.8,0.5,1,3205.93
Modinagar,2019,Agricultural,112,11.9,44.9,0.49,2.4,28.0,1,335.41
Muradnagar,2017,Mixed-use,214,14.7,63.3,0.41,11.2,11.7,0,1868.42
Modinagar,2018,Agricultural,193,16.4,42.0,0.07,6.6,15.7,1,308.45
Modinagar,2024,Commercial,175,12.2,57.6,0.59,10.7,9.8,0,3749.52
Modinagar,2023,Commercial,195,9.1,59.1,0.32,3.8,4.1,1,3070.32
Muradnagar,2015,Mixed-use,148,13.9,58.3,0.18,11.8,15.2,0,1928.67
Muradnagar,2020,Commercial,157,13.7,58.0,0.22,0.5,7.3,1,2527.12
Khekra,2025,Mixed-use,176,21.0,56.0,0.42,15.2,24.1,0,2376.0
Meerut,2015,Residential,234,11.8,64.6,0.13,2.2,0.5,0,1841.99
Khekra,2018,Mixed-use,170,24.5,52.3,0.7,22.8,23.8,1,1390.21
Modinagar,2017,Agricultural,143,11.3,45.4,0.3,4.8,6.4,0,343.04
Ghaziabad,2020,Commercial,182,5.3,58.0,0.26,2.1,0.6,0,6027.94
Muradnagar,2024,Residential,155,17.4,50.7,0.46,0.5,15.1,0,2378.24
Meerut,2019,Commercial,192,3.0,49.2,0.45,5.9,0.5,0,3457.27
Pilkhuwa,2023,Commercial,92,10.0,46.1,0.34,11.6,29.1,1,2767.38
Ghaziabad,2025,Agricultural,239,2.0,54.7,0.37,0.5,0.5,0,797.04
Muradnagar,2016,Residential,166,6.3,58.7,0.51,4.9,4.3,1,1147.97
Ghaziabad,2022,Mixed-use,240,9.6,57.3,0.24,10.7,4.0,0,5051.88
Hapur,2018,Agricultural,211,19.2,62.8,0.48,14.5,20.4,1,243.44
Hapur,2023,Agricultural,101,14.6,38.4,0.27,18.5,13.9,1,326.95
Meerut,2017,Commercial,214,2.7,48.3,0.42,0.7,10.0,0,2951.63
Ghaziabad,2025,Commercial,157,4.7,31.8,0.25,2.6,13.3,1,6719.33
Muradnagar,2022,Residential,196,7.5,57.3,0.43,9.8,16.6,1,1630.81
Muradnagar,2021,Mixed-use,106,8.9,47.5,0.41,11.6,1.8,1,2177.3
Ghaziabad,2015,Commercial,166,1.0,38.3,0.12,13.4,7.6,1,3815.79
Hapur,2025,Agricultural,204,16.4,78.1,0.26,10.2,41.1,1,333.23
Khekra,2022,Residential,128,16.2,52.3,0.29,18.1,24.3,0,1658.7
Sardhana,2015,Commercial,95,23.1,72.6,0.43,35.4,38.7,0,1850.99
Pilkhuwa,2023,Residential,214,9.1,52.4,0.4,0.5,23.6,0,1779.58
Muradnagar,2022,Agricultural,158,15.9,60.5,0.33,10.9,12.0,1,341.16
Muradnagar,2019,Residential,122,5.9,60.6,0.52,10.4,20.8,0,1598.29
Pilkhuwa,2016,Agricultural,183,11.2,60.7,0.49,17.7,18.2,0,240.76
Sardhana,2023,Residential,114,13.2,56.0,0.54,20.8,27.0,0,1505.08
Sardhana,2016,Agricultural,132,18.7,71.4,0.53,29.3,39.1,0,227.32
Sardhana,2021,Commercial,174,23.0,67.9,0.51,26.5,40.7,1,2046.68
Muradnagar,2016,Agricultural,205,12.7,57.8,0.09,1.0,26.5,0,296.01
Pilkhuwa,2017,Residential,154,18.9,63.1,0.35,8.8,5.0,0,1546.94
Pilkhuwa,2024,Agricultural,197,18.9,40.9,0.26,18.6,25.6,0,360.5
Meerut,2022,Commercial,161,4.6,29.0,0.53,5.2,4.4,0,3946.36
Sardhana,2024,Agricultural,182,26.5,72.5,0.49,23.8,31.2,0,307.03
Modinagar,2019,Commercial,227,12.4,45.8,0.18,6.5,28.6,1,2355.85
Khekra,2017,Commercial,169,18.7,72.8,0.63,7.5,28.0,0,1822.57
Mawana,2020,Mixed-use,78,22.7,76.7,0.79,34.9,39.5,0,1563.5
Pilkhuwa,2024,Agricultural,230,22.5,49.9,0.25,3.2,29.1,1,311.75
Sardhana,2020,Commercial,131,23.3,66.3,0.53,34.3,38.2,0,2440.71
Meerut,2018,Commercial,237,10.4,61.3,0.27,9.2,0.5,1,3068.66
Khekra,2023,Residential,135,22.9,69.1,0.62,27.6,37.3,1,1548.16
Baghpat,2021,Residential,135,21.3,70.6,0.4,22.9,39.7,0,1713.44
Modinagar,2021,Agricultural,137,10.0,61.3,0.32,6.0,0.5,1,376.67
Khekra,2025,Mixed-use,139,15.6,62.2,0.16,19.4,17.2,1,2236.77
Muradnagar,2018,Commercial,159,11.9,57.3,0.24,5.6,19.3,0,2564.02
Modinagar,2017,Mixed-use,164,13.3,54.1,0.31,13.2,6.8,0,2192.79
Baghpat,2020,Agricultural,103,24.3,53.4,0.85,26.8,35.7,0,272.86
Modinagar,2015,Mixed-use,156,22.3,54.1,0.25,11.1,5.0,0,2077.0
Muradnagar,2020,Mixed-use,137,7.3,59.1,0.42,4.6,16.8,1,1955.21
Meerut,2015,Mixed-use,220,14.9,56.9,0.39,2.2,0.5,1,2209.46
Ghaziabad,2021,Mixed-use,213,8.2,35.0,0.22,0.5,0.5,1,4056.73
Ghaziabad,2025,Residential,229,1.0,55.5,0.22,11.1,13.7,1,3933.25
Hapur,2019,Residential,204,9.5,61.1,0.49,15.6,32.5,0,1432.35
Mawana,2024,Mixed-use,161,16.9,58.6,0.55,33.1,39.7,0,1944.71
Khekra,2018,Agricultural,173,17.3,64.5,0.56,4.7,20.6,0,251.61
Baghpat,2017,Commercial,103,18.7,55.8,0.77,34.3,21.1,0,2074.38
Hapur,2023,Residential,248,11.2,65.9,0.47,18.7,25.6,0,1611.13
Ghaziabad,2023,Mixed-use,239,5.5,47.1,0.15,4.5,16.3,1,4292.75
Modinagar,2015,Commercial,204,9.6,66.1,0.41,3.2,8.3,1,2004.52
Baghpat,2025,Agricultural,154,26.1,86.4,0.47,31.3,42.8,1,343.78
Pilkhuwa,2023,Commercial,175,14.2,55.4,0.33,0.5,20.8,1,2737.57
Meerut,2021,Agricultural,236,8.2,58.7,0.35,3.1,9.4,0,468.52
Hapur,2015,Residential,223,13.1,65.3,0.38,9.3,14.1,0,1115.08
Khekra,2023,Commercial,105,17.7,66.9,0.7,25.2,25.1,0,2957.53
Meerut,2025,Agricultural,169,11.3,54.3,0.62,0.5,0.5,1,525.78
Sardhana,2023,Residential,180,21.5,74.0,0.43,31.1,41.9,0,1628.59
Sardhana,2024,Mixed-use,157,20.3,71.6,0.26,24.8,51.0,0,2319.97
Khekra,2020,Agricultural,146,21.3,72.0,0.55,17.2,23.2,0,281.15
Modinagar,2019,Commercial,193,9.9,59.9,0.36,9.3,5.1,0,2847.23
Khekra,2016,Agricultural,106,20.2,70.3,0.68,19.8,27.3,1,215.24
Khekra,2020,Residential,178,17.6,69.8,0.48,15.2,18.8,0,1439.62
Khekra,2021,Mixed-use,133,12.7,60.3,0.64,22.2,45.7,0,1738.09
Meerut,2019,Mixed-use,147,5.9,38.2,0.37,0.5,6.6,1,2416.15
Pilkhuwa,2025,Agricultural,133,14.6,63.7,0.29,13.6,8.6,1,353.86
Khekra,2020,Agricultural,171,29.1,67.9,0.44,26.2,15.1,0,305.43
Mawana,2017,Residential,177,18.8,58.2,0.66,32.7,30.7,0,881.88
Hapur,2020,Commercial,176,17.3,52.0,0.39,10.8,27.4,0,2605.77
Muradnagar,2018,Residential,173,12.3,64.0,0.05,18.6,24.0,0,1788.38
Modinagar,2022,Agricultural,195,9.2,66.4,0.44,1.3,20.9,0,411.24
Pilkhuwa,2018,Agricultural,170,15.8,64.5,0.59,14.6,30.2,0,269.26
Modinagar,2015,Mixed-use,235,7.3,44.0,0.46,13.0,7.3,1,1268.42
Modinagar,2023,Commercial,211,8.6,45.8,0.2,6.6,21.8,0,3125.0
Ghaziabad,2020,Residential,153,5.7,35.3,0.18,0.5,4.8,0,3628.01
Mawana,2016,Residential,148,23.8,70.0,0.6,22.4,46.1,1,899.11
Mawana,2017,Residential,111,26.6,62.3,0.63,24.6,37.0,0,1112.98
Hapur,2015,Residential,153,12.2,48.3,0.61,5.9,19.5,0,1111.05
Ghaziabad,2021,Commercial,225,4.7,56.5,0.12,2.0,10.2,0,5721.56
Sardhana,2023,Commercial,103,20.8,69.6,0.48,16.8,53.3,0,2946.71
Sardhana,2015,Mixed-use,167,21.4,58.4,0.39,16.6,38.7,0,1273.84
Hapur,2025,Residential,218,8.3,64.6,0.66,14.1,9.9,0,1828.86
Meerut,2023,Commercial,214,10.5,49.6,0.42,0.5,4.6,1,3950.39
Khekra,2015,Residential,185,17.0,53.4,0.63,20.1,23.2,1,817.51
Sardhana,2016,Commercial,187,26.5,73.3,0.65,26.9,40.0,0,1810.18
Pilkhuwa,2022,Mixed-use,196,22.0,66.0,0.42,15.1,6.0,0,2392.73
Hapur,2025,Agricultural,175,18.1,53.7,0.52,10.6,26.4,0,366.67
Sardhana,2018,Commercial,177,21.6,60.9,0.6,14.9,36.3,0,1743.3
Hapur,2015,Agricultural,153,13.2,45.9,0.13,4.1,42.2,0,288.58
Meerut,2025,Mixed-use,219,13.0,56.7,0.15,6.8,20.1,1,3484.79
Modinagar,2023,Residential,193,12.7,45.0,0.37,6.9,14.9,1,1983.14
Muradnagar,2025,Mixed-use,204,12.9,55.7,0.66,6.4,15.4,0,2513.19
Ghaziabad,2024,Residential,209,13.1,55.8,0.25,0.5,0.5,0,4951.09
Hapur,2019,Residential,165,19.8,62.6,0.44,15.2,25.8,0,1614.23
Mawana,2018,Commercial,142,18.6,54.5,0.48,32.7,43.2,0,1709.53
Ghaziabad,2019,Commercial,168,12.6,35.9,0.22,0.5,4.9,0,5894.59
Mawana,2023,Mixed-use,144,25.3,65.9,0.72,28.4,30.5,0,2060.86
Modinagar,2024,Agricultural,171,8.0,50.3,0.38,18.1,0.5,0,426.89
Hapur,2024,Residential,151,9.7,54.3,0.39,15.8,20.8,0,2024.89
Khekra,2021,Residential,129,15.0,74.2,0.48,2.7,27.6,1,1521.69
Hapur,2022,Agricultural,210,15.9,55.1,0.37,27.3,35.1,0,312.89
Hapur,2023,Agricultural,157,13.8,47.9,0.05,15.8,29.2,1,314.21
Muradnagar,2018,Mixed-use,143,7.9,56.2,0.28,6.0,20.0,0,2005.79
Pilkhuwa,2025,Mixed-use,175,11.0,49.4,0.31,21.0,17.9,1,2145.76
Ghaziabad,2024,Mixed-use,225,8.9,38.0,0.19,0.5,0.5,0,5263.48
Pilkhuwa,2022,Agricultural,163,14.4,65.3,0.44,19.3,19.5,1,300.82
Khekra,2023,Agricultural,168,18.8,43.5,0.26,8.4,31.0,1,265.39
Khekra,2024,Mixed-use,130,17.1,54.7,0.57,16.1,24.2,0,2162.56
Sardhana,2025,Commercial,208,26.3,65.7,0.29,29.0,48.1,0,3011.86
Muradnagar,2021,Commercial,180,7.4,54.8,0.51,7.0,11.3,1,2633.84
Baghpat,2025,Residential,102,17.0,70.5,0.68,22.3,35.8,0,1969.15
Muradnagar,2022,Commercial,206,18.9,53.7,0.39,6.8,7.6,0,3208.61
